SYMBOL,NAME OF COMPANY,SERIES,ISIN NUMBER
NITINSPIN,Nitin Spinners Limited,EQ,INE229H01012
NITIRAJ,Nitiraj Engineers Limited,EQ,INE439T01012
NITTAGELA,Nitta Gelatin India Limited,EQ,INE265B01019
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,INE995S01015
NKIND,NK Industries Limited,EQ,INE542C01019
NLCINDIA,NLC India Limited,EQ,INE589A01014
NMDC,NMDC Limited,EQ,INE584A01023
NOCIL,NOCIL Limited,EQ,INE163A01018
NORBTEAEXP,Norben Tea & Exports Limited,EQ,INE369C01017
NORTHARC,Northern Arc Capital Limited,EQ,INE850M01015
NOVARTIND,Novartis India Limited,EQ,INE234A01025
NPST,Network People Services Technologies Limited,EQ,INE0FFK01017
NRAIL,N R Agarwal Industries Limited,EQ,INE740D01017
NRBBEARING,NRB Bearing Limited,EQ,INE349A01021
NSIL,Nalwa Sons Investments Limited,EQ,INE023A01030
NSLNISP,NMDC Steel Limited,EQ,INE0NNS01018
NTPC,NTPC Limited,EQ,INE733E01010
NTPCGREEN,NTPC Green Energy Limited,EQ,INE0ONG01011
NUCLEUS,Nucleus Software Exports Limited,EQ,INE096B01018
NUVAMA,Nuvama Wealth Management Limited,EQ,INE531F01023
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,INE118D01016
NYKAA,FSN E-Commerce Ventures Limited,EQ,INE388Y01029
OAL,Oriental Aromatics Limited,EQ,INE959C01023
OBCL,OBCL Limited,EQ,INE426Z01016
OBEROIRLTY,Oberoi Realty Limited,EQ,INE093I01010
ODIGMA,Odigma Consultancy Solutions Limited,EQ,INE054301028
OFSS,Oracle Financial Services Software Limited,EQ,INE881D01027
OIL,Oil India Limited,EQ,INE274J01014
OLAELEC,Ola Electric Mobility Limited,EQ,INE0LXG01040
OLECTRA,Olectra Greentech Limited,EQ,INE260D01016
OMAXAUTO,Omax Autos Limited,EQ,INE090B01011
OMAXE,Omaxe Limited,EQ,INE800H01010
OMINFRAL,OM INFRA LIMITED,EQ,INE239D01028
OMNI,Omnitech Engineering Limited,EQ,INE0UH301010
OMPOWER,Om Power Transmission Limited,EQ,INE25E901019
ONEPOINT,One Point One Solutions Limited,EQ,INE840Y01029
ONESOURCE,Onesource Specialty Pharma Limited,EQ,INE013P01021
ONGC,Oil & Natural Gas Corporation Limited,EQ,INE213A01029
ONIDA,Onida Electronics Limited,EQ,INE831A01028
ONWARDTEC,Onward Technologies Limited,EQ,INE229A01017
OPTIEMUS,Optiemus Infracom Limited,EQ,INE350C01017
ORCHASP,Orchasp Limited,EQ,INE215B01022
ORCHPHARMA,Orchid Pharma Limited,EQ,INE191A01027
ORICONENT,Oricon Enterprises Limited,EQ,INE730A01022
ORIENTALTL,Oriental Trimex Limited,EQ,INE998H01012
ORIENTBELL,Orient Bell Limited,EQ,INE607D01018
ORIENTCEM,Orient Cement Limited,EQ,INE876N01018
ORIENTCER,ORIENT CERATECH LIMITED,EQ,INE569C01020
ORIENTELEC,Orient Electric Limited,EQ,INE142Z01019
ORIENTHOT,Oriental Hotels Limited,EQ,INE750A01020
ORIENTPPR,Orient Paper & Industries Limited,EQ,INE592A01026
ORIENTTECH,Orient Technologies Limited,EQ,INE0PPK01015
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,INE725E01024
ORKLAINDIA,Orkla India Limited,EQ,INE16NZ01023
ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ,INE749B01020
OSWALAGRO,Oswal Agro Mills Limited,EQ,INE142A01012
OSWALGREEN,Oswal Greentech Limited,EQ,INE143A01010
OSWALPUMPS,Oswal Pumps Limited,EQ,INE0BYP01024
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,INE00IK01029
PACEDIGITK,Pace Digitek Limited,EQ,INE0S3G01027
PAGEIND,Page Industries Limited,EQ,INE761H01022
PAISALO,Paisalo Digital Limited,EQ,INE420C01059
PAKKA,PAKKA LIMITED,EQ,INE551D01018
PALASHSECU,Palash Securities Limited,EQ,INE471W01019
PANACEABIO,Panacea Biotec Limited,EQ,INE922B01023
PANAMAPET,Panama Petrochem Limited,EQ,INE305C01029
PANSARI,Pansari Developers Limited,EQ,INE697V01011
PAR,Par Drugs And Chemicals Limited,EQ,INE04LG01015
PARACABLES,Paramount Communications Limited,EQ,INE074B01023
PARADEEP,Paradeep Phosphates Limited,EQ,INE088F01024
PARAGMILK,Parag Milk Foods Limited,EQ,INE883N01014
PARAS,Paras Defence and Space Technologies Limited,EQ,INE045601023
PARASPETRO,Paras Petrofils Limited,EQ,INE162C01024
PARKHOSPS,Park Medi World Limited,EQ,INE119201023
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,INE988S01028
PASHUPATI,Pashupati Cotspin Limited,EQ,INE124Y01028
PATANJALI,Patanjali Foods Limited,EQ,INE619A01035
PATELENG,Patel Engineering Limited,EQ,INE244B01030
PATELRMART,Patel Retail Limited,EQ,INE0R8B01010
PAUSHAKLTD,Paushak Limited,EQ,INE111F01024
PAVNAIND,Pavna Industries Limited,EQ,INE07S101038
PAYTM,One 97 Communications Limited,EQ,INE982J01020
PCBL,PCBL Chemical Limited,EQ,INE602A01031
PCJEWELLER,PC Jeweller Limited,EQ,INE785M01021
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,INE865T01018
PDSL,PDS Limited,EQ,INE111Q01021
PEARLPOLY,Pearl Polymers Limited,EQ,INE844A01013
PENIND,Pennar Industries Limited,EQ,INE932A01024
PERSISTENT,Persistent Systems Limited,EQ,INE262H01021
PETRONET,Petronet LNG Limited,EQ,INE347G01014
PFC,Power Finance Corporation Limited,EQ,INE134E01011
PFIZER,Pfizer Limited,EQ,INE182A01018
PFOCUS,Prime Focus Limited,EQ,INE367G01038
PFS,PTC India Financial Services Limited,EQ,INE560K01014
PGEL,PG Electroplast Limited,EQ,INE457L01029
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,INE179A01014
PGHL,Procter & Gamble Health Limited,EQ,INE199A01012
PGIL,Pearl Global Industries Limited,EQ,INE940H01022
PHOENIXLTD,The Phoenix Mills Limited,EQ,INE211B01039
PICCADIL,Piccadily Agro Industries Limited,EQ,INE546C01010
PIDILITIND,Pidilite Industries Limited,EQ,INE318A01026
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,INE557Z01018
PIIND,PI Industries Limited,EQ,INE603J01030
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,INE417C01014
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,INE600A01035
PINELABS,Pine Labs Limited,EQ,INE15B701018
PIONEEREMB,Pioneer Embroideries Limited,EQ,INE156C01018
PIRAMALFIN,Piramal Finance Limited,EQ,INE202B01038
PITTIENG,Pitti Engineering Limited,EQ,INE450D01021
PIXTRANS,Pix Transmissions Limited,EQ,INE751B01018
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,INE431F01018
PLASTIBLEN,Plastiblends India Limited,EQ,INE083C01022
PLATIND,Platinum Industries Limited,EQ,INE0PT501018
PLAZACABLE,Plaza Wires Limited,EQ,INE0INJ01017
PML,Paul Merchants Limited,EQ,INE291E01019
PNB,Punjab National Bank,EQ,INE160A01022
PNBGILTS,PNB Gilts Limited,EQ,INE859A01011
PNBHOUSING,PNB Housing Finance Limited,EQ,INE572E01012
PNC,Pritish Nandy Communications Limited,EQ,INE392B01011
PNCINFRA,PNC Infratech Limited,EQ,INE195J01029
PNGJL,P N Gadgil Jewellers Limited,EQ,INE953R01016
PNGSREVA,PNGS Reva Diamond Jewellery Limited,EQ,INE1RDG01013
POCL,Pondy Oxides & Chemicals Limited,EQ,INE063E01061
PODDARMENT,Poddar Pigments Limited,EQ,INE371C01013
POKARNA,Pokarna Limited,EQ,INE637C01025
POLICYBZR,PB Fintech Limited,EQ,INE417T01026
POLYCAB,Polycab India Limited,EQ,INE455K01017
POLYMED,Poly Medicure Limited,EQ,INE205C01021
POLYPLEX,Polyplex Corporation Limited,EQ,INE633B01018
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,INE838E01017
POONAWALLA,Poonawalla Fincorp Limited,EQ,INE511C01022
POWERGRID,Power Grid Corporation of India Limited,EQ,INE752E01010
POWERICA,Powerica Limited,EQ,INE921L01032
POWERINDIA,Hitachi Energy India Limited,EQ,INE07Y701011
POWERMECH,Power Mech Projects Limited,EQ,INE211R01019
PPLPHARMA,Piramal Pharma Limited,EQ,INE0DK501011
PRABHA,Prabha Energy Limited,EQ,INE0I0M01023
PRAENG,Prajay Engineers Syndicate Limited,EQ,INE505C01016
PRAJIND,Praj Industries Limited,EQ,INE074A01025
PRAKASH,Prakash Industries Limited,EQ,INE603A01013
PRAKASHSTL,Prakash Steelage Limited,EQ,INE696K01024
PRAVEG,Praveg Limited,EQ,INE722B01019
PRAXIS,Praxis Home Retail Limited,EQ,INE546Y01022
PRECAM,Precision Camshafts Limited,EQ,INE484I01029
PRECOT,Precot Limited,EQ,INE283A01014
PRECWIRE,Precision Wires India Limited,EQ,INE372C01037
PREMCO,Premco Global Limited,EQ,INE001E01012
PREMEXPLN,Premier Explosives Limited,EQ,INE863B01029
PREMIERENE,Premier Energies Limited,EQ,INE0BS701011
PREMIERPOL,Premier Polyfilm Limited,EQ,INE309M01020
PRESTIGE,Prestige Estates Projects Limited,EQ,INE811K01011
PRICOLLTD,Pricol Limited,EQ,INE726V01018
PRIMESECU,Prime Securities Limited,EQ,INE032B01021
PRIMO,Primo Chemicals Limited,EQ,INE607A01022
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,INE689W01016
PRIVISCL,Privi Speciality Chemicals Limited,EQ,INE959A01019
PROSTARM,Prostarm Info Systems Limited,EQ,INE0BX301013
PROTEAN,Protean eGov Technologies Limited,EQ,INE004A01022
PROZONER,Prozone Realty Limited,EQ,INE195N01013
PRSMJOHNSN,Prism Johnson Limited,EQ,INE010A01011
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,INE00F201020
PSB,Punjab & Sind Bank,EQ,INE608A01012
PSPPROJECT,PSP Projects Limited,EQ,INE488V01015
PTC,PTC India Limited,EQ,INE877F01012
PTCIL,PTC Industries Limited,EQ,INE596F01018
PTL,PTL Enterprises Limited,EQ,INE034D01049
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,INE277B01014
PURVA,Puravankara Limited,EQ,INE323I01011
PVP,PVP Ventures Limited,EQ,INE362A01016
PVRINOX,PVR INOX Limited,EQ,INE191H01014
PVSL,Popular Vehicles and Services Limited,EQ,INE772T01024
PWL,Physicswallah Limited,EQ,INE0LP301011
PYRAMID,Pyramid Technoplast Limited,EQ,INE0MIS01010
QMSMEDI,QMS Medical Allied Services Limited,EQ,INE0FMW01018
QPOWER,Quality Power Electrical Equipments Limited,EQ,INE0SII01026
QUADFUTURE,Quadrant Future Tek Limited,EQ,INE0LRY01011
QUESS,Quess Corp Limited,EQ,INE615P01015
QUINT,Quint Digital Limited,EQ,INE641R01017
RACE,Race Eco Chain Limited,EQ,INE084Q01012
RACLGEAR,RACL Geartech Limited,EQ,INE704B01017
RADAAN,Radaan Mediaworks India Limited,EQ,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,EQ,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,EQ,INE855R01021
RADICO,Radico Khaitan Limited,EQ,INE944F01028
RADIOCITY,Music Broadcast Limited,EQ,INE919I01024
RAILTEL,Railtel Corporation Of India Limited,EQ,INE0DD101019
RAIN,Rain Industries Limited,EQ,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,EQ,INE961O01016
RAJMET,Rajnandini Metal Limited,EQ,INE00KV01022
RAJPALAYAM,Rajapalayam Mills Limited,EQ,INE296E01026
RAJRATAN,Rajratan Global Wire Limited,EQ,INE451D01029
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,INE562B01019
RAJTV,Raj Television Network Limited,EQ,INE952H01027
RALLIS,Rallis India Limited,EQ,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,EQ,INE278B01020
RAMAPHO,Rama Phosphates Limited,EQ,INE809A01032
RAMBHAJO,Advit Jewels Limited,EQ,INE1SJO01012
RAMCOCEM,The Ramco Cements Limited,EQ,INE331A01037
RAMCOIND,Ramco Industries Limited,EQ,INE614A01028
RAMCOSYS,Ramco Systems Limited,EQ,INE246B01019
RAMKY,Ramky Infrastructure Limited,EQ,INE874I01013
RAMRAT,Ram Ratna Wires Limited,EQ,INE207E01023
RANASUG,Rana Sugars Limited,EQ,INE625B01014
RANEHOLDIN,Rane Holdings Limited,EQ,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,EQ,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,INE05CZ01011
RAYMOND,Raymond Limited,EQ,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,EQ,INE02ID01020
RAYMONDREL,Raymond Realty Limited,EQ,INE1SY401010
RBA,Restaurant Brands Asia Limited,EQ,INE07T201019
RBLBANK,RBL Bank Limited,EQ,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,EQ,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,INE027A01015
RECLTD,REC Limited,EQ,INE020B01018
REDINGTON,Redington Limited,EQ,INE891D01026
REDTAPE,Redtape Limited,EQ,INE0LXT01019
REFEX,Refex Industries Limited,EQ,INE056I01025
REGENCERAM,Regency Ceramics Limited,EQ,INE277C01012
RELAXO,Relaxo Footwears Limited,EQ,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,INE750D01016
RELIABLE,Reliable Data Services Limited,EQ,INE375Y01018
RELIANCE,Reliance Industries Limited,EQ,INE002A01018
RELIGARE,Religare Enterprises Limited,EQ,INE621H01010
RELTD,Ravindra Energy Limited,EQ,INE206N01018
REMSONSIND,Remsons Industries Limited,EQ,INE474C01023
RENUKA,Shree Renuka Sugars Limited,EQ,INE087H01022
REPCOHOME,Repco Home Finance Limited,EQ,INE612J01015
REPRO,Repro India Limited,EQ,INE461B01014
RESPONIND,Responsive Industries Limited,EQ,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,INE03DD01011
RGL,Renaissance Global Limited,EQ,INE722H01024
RHETAN,Rhetan TMT Limited,EQ,INE0KKN01029
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,INE743M01012
RHL,Robust Hotels Limited,EQ,INE508K01013
RICOAUTO,Rico Auto Industries Limited,EQ,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,EQ,INE046A01015
RIR,RIR Power Electronics Limited,EQ,INE302D01024
RISHABH,Rishabh Instruments Limited,EQ,INE0N2P01017
RITCO,Ritco Logistics Limited,EQ,INE01EG01016
RITES,RITES Limited,EQ,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,EQ,INE722J01012
RKEC,RKEC Projects Limited,EQ,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,EQ,INE399G01023
RKSWAMY,R K Swamy Limited,EQ,INE0NQ801033
RMC,RMC Switchgears Limited,EQ,INE655V01019
RML,Rane (Madras) Limited,EQ,INE050H01012
RNBDENIMS,R&B Denims Limited,EQ,INE012Q01039
ROHLTD,Royal Orchid Hotels Limited,EQ,INE283H01019
ROLEXRINGS,Rolex Rings Limited,EQ,INE645S01024
ROML,Raj Oil Mills Limited,EQ,INE294G01026
ROSSARI,Rossari Biotech Limited,EQ,INE02A801020
ROSSELLIND,Rossell India Limited,EQ,INE847C01020
ROSSTECH,Rossell Techsys Limited,EQ,INE0OJW01016
ROTO,Roto Pumps Limited,EQ,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,EQ,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,EQ,INE912T01018
RPGLIFE,RPG Life Sciences Limited,EQ,INE105J01010
RPOWER,Reliance Power Limited,EQ,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,EQ,INE324L01013
RPSGVENT,RPSG VENTURES LIMITED,EQ,INE425Y01011
RPTECH,Rashi Peripherals Limited,EQ,INE0J1F01024
RRIL,RRIL Limited,EQ,INE951M01037
RRKABEL,R R Kabel Limited,EQ,INE777K01022
RSL,Rajputana Stainless Limited,EQ,INE313L01016
RSSOFTWARE,R. S. Software (India) Limited,EQ,INE165B01029
RSYSTEMS,R Systems International Limited,EQ,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,EQ,INE834M01019
RTNPOWER,RattanIndia Power Limited,EQ,INE399K01017
RUBFILA,Rubfila International Limited,EQ,INE642C01025
RUBICON,Rubicon Research Limited,EQ,INE506V01022
RUCHINFRA,Ruchi Infrastructure Limited,EQ,INE413B01023
RUCHIRA,Ruchira Papers Limited,EQ,INE803H01014
RUDRA,Rudra Global Infra Products Limited,EQ,INE027T01023
RUPA,Rupa & Company Limited,EQ,INE895B01021
RUSHIL,Rushil Decor Limited,EQ,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,EQ,INE263M01029
RVHL,Ravinder Heights Limited,EQ,INE09E501017
RVNL,Rail Vikas Nigam Limited,EQ,INE415G01027
RVTH,Revathi Equipment India Limited,EQ,INE0DAB01012
S&SPOWER,S&S Power Switchgears Limited,EQ,INE902B01017
SAATVIKGL,Saatvik Green Energy Limited,EQ,INE13B501022
SADBHAV,Sadbhav Engineering Limited,EQ,INE226H01026
SAFARI,Safari Industries (India) Limited,EQ,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,EQ,INE976T01013
SAGCEM,Sagar Cements Limited,EQ,INE229C01021
SAGILITY,SAGILITY LIMITED,EQ,INE0W2G01015
SAHLIBHFI,Shalibhadra Finance Limited,EQ,INE861D01011
SAHYADRI,Sahyadri Industries Limited,EQ,INE280H01015
SAIL,Steel Authority of India Limited,EQ,INE114A01011
SAILIFE,Sai Life Sciences Limited,EQ,INE570L01029
SAIPARENT,Sai Parenterals Limited,EQ,INE0H9F01037
SAKAR,Sakar Healthcare Limited,EQ,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,EQ,INE623A01011
SAKSOFT,Saksoft Limited,EQ,INE667G01023
SAKUMA,Sakuma Exports Limited,EQ,INE190H01024
SALASAR,Salasar Techno Engineering Limited,EQ,INE170V01027
SALONA,Salona Cotspin Limited,EQ,INE498E01010
SALSTEEL,S.A.L. Steel Limited,EQ,INE658G01014
SALZERELEC,Salzer Electronics Limited,EQ,INE457F01013
SAMBHAAV,Sambhaav Media Limited,EQ,INE699B01027
SAMBHV,Sambhv Steel Tubes Limited,EQ,INE12NJ01018
SAMHI,Samhi Hotels Limited,EQ,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,EQ,INE148I01020
SAMPANN,Sampann Utpadan India Limited,EQ,INE735M01018
SANATHAN,Sanathan Textiles Limited,EQ,INE0JPD01013
SANDESH,The Sandesh Limited,EQ,INE583B01015
SANDHAR,Sandhar Technologies Limited,EQ,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,INE149K01016
SANGAMIND,Sangam (India) Limited,EQ,INE495C01010
SANGHVIMOV,Sanghvi Movers Limited,EQ,INE989A01032
SANOFI,Sanofi India Limited,EQ,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,INE0UOS01011
SANSERA,Sansera Engineering Limited,EQ,INE953O01021
SANSTAR,Sanstar Limited,EQ,INE08NE01025
SAPPHIRE,Sapphire Foods India Limited,EQ,INE806T01020
SAPPL,Shree Ajit Pulp & Paper Limited,EQ,INE185C01017
SARDAEN,Sarda Energy & Minerals Limited,EQ,INE385C01021
SAREGAMA,Saregama India Limited,EQ,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,EQ,INE453D01025
SARVESHWAR,Sarveshwar Foods Limited,EQ,INE324X01026
SASKEN,Sasken Technologies Limited,EQ,INE231F01020
SATIA,Satia Industries Limited,EQ,INE170E01023
SATIN,Satin Creditcare Network Limited,EQ,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,EQ,INE626A01014
SAYAJIHOTL,Sayaji Hotels Limited,EQ,INE318C01014
SBC,SBC Exports Limited,EQ,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,EQ,INE386D01027
SBFC,SBFC Finance Limited,EQ,INE423Y01016
SBGLP,Suratwwala Business Group Limited,EQ,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,EQ,INE018E01016
SBIFUNDS,SBI Funds Management Limited,EQ,INE640G01020
SBILIFE,SBI Life Insurance Company Limited,EQ,INE123W01016
SBIN,State Bank of India,EQ,INE062A01020
SCHAEFFLER,Schaeffler India Limited,EQ,INE513A01022
SCHAND,S Chand And Company Limited,EQ,INE807K01035
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,INE839M01018
SCI,Shipping Corporation Of India Limited,EQ,INE109A01011
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,INE0PB301013
SCODATUBES,Scoda Tubes Limited,EQ,INE090501011
SCPL,Sheetal Cool Products Limited,EQ,INE501Y01019
SDBL,Som Distilleries & Breweries Limited,EQ,INE480C01038
SEAMECLTD,Seamec Limited,EQ,INE497B01018
SECMARK,SecMark Consultancy Limited,EQ,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,INE650K01021
SEDEMAC,SEDEMAC Mechatronics Limited,EQ,INE00XB01019
SEIL,Shanti Educational Initiatives Limited,EQ,INE440T01028
SEJALLTD,Sejal Glass Limited,EQ,INE955I01044
SELMC,SEL Manufacturing Company Limited,EQ,INE105I01020
SENCO,Senco Gold Limited,EQ,INE602W01027
SENORES,Senores Pharmaceuticals Limited,EQ,INE0RB801010
SEPC,SEPC Limited,EQ,INE964H01014
SERVOTECH,Servotech Renewable Power System Limited,EQ,INE782X01033
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,INE630A01024
SETL,Standard Engineering Technology Limited,EQ,INE0M4D01010
SFL,Sheela Foam Limited,EQ,INE916U01025
SGFIN,SG Finserve Limited,EQ,INE618R01015
SGIL,Synergy Green Industries Limited,EQ,INE00QT01015
SGL,STL Global Limited,EQ,INE353H01010
SGMART,SG Mart Limited,EQ,INE385F01024
SHADOWFAX,Shadowfax Technologies Limited,EQ,INE12UN01015
SHAH,Shah Metacorp Limited,EQ,INE482J01021
SHAHALLOYS,Shah Alloys Limited,EQ,INE640C01011
SHAILY,Shaily Engineering Plastics Limited,EQ,INE151G01028
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,INE908D01010
SHALBY,Shalby Limited,EQ,INE597J01018
SHANKARA,Shankara Building Products Limited,EQ,INE274V01019
SHANTI,Shanti Overseas (India) Limited,EQ,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,EQ,INE631A01022
SHANTIGOLD,Shanti Gold International Limited,EQ,INE06ZD01017
SHARDACROP,Sharda Cropchem Limited,EQ,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,EQ,INE597I01028
SHAREINDIA,Share India Securities Limited,EQ,INE932X01026
SHBAJRG,Shri Bajrang Alliance Limited,EQ,INE402H01015
SHEKHAWATI,Shekhawati Industries Limited,EQ,INE268L01046
SHILCTECH,Shilchar Technologies Limited,EQ,INE024F01011
SHILPAMED,Shilpa Medicare Limited,EQ,INE790G01031
SHINDL,Sharat Industries Limited,EQ,INE220Z01013
SHIVAMILLS,Shiva Mills Limited,EQ,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,EQ,INE705C01020
SHIVAUM,Shiv Aum Steels Limited,EQ,INE719F01016
SHK,S H Kelkar and Company Limited,EQ,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,EQ,INE498B01024
SHRADHA,Shradha Realty Limited,EQ,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,EQ,INE070A01015
SHREEJISPG,Shreeji Shipping Global Limited,EQ,INE1B6101010
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,INE879A01019
SHREYANIND,Shreyans Industries Limited,EQ,INE231C01019
SHRIKRISH,Shri Krishna Devcon Limited,EQ,INE997I01012
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,INE1B3L01017
SHRIPISTON,SPR Auto Technologies Limited,EQ,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,EQ,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,EQ,INE217L01019
SHUKRAPHAR,Shukra Pharmaceuticals Limited,EQ,INE551C01044
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,INE810G01011
SICAGEN,Sicagen India Limited,EQ,INE176J01011
SIEMENS,Siemens Limited,EQ,INE003A01024
SIGIND,Signet Industries Limited,EQ,INE529F01035
SIGMA,Sigma Solve Limited,EQ,INE0A0S01028
SIGNATURE,Signatureglobal (India) Limited,EQ,INE903U01023
SIGNPOST,Signpost India Limited,EQ,INE0KGZ01021
SIKA,Sika Interplant Systems Limited,EQ,INE438E01032
SIL,Standard Industries Limited,EQ,INE173A01025
SILGO,Silgo Retail Limited,EQ,INE01II01013
SILINV,SIL Investments Limited,EQ,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,EQ,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,EQ,INE625X01026
SIMPLEXINF,Simplex Infrastructures Limited,EQ,INE059B01024
SINCLAIR,Sinclairs Hotels Limited,EQ,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,EQ,INE325D01025
SINGERIND,Singer India Limited,EQ,INE638A01035
SINTERCOM,Sintercom India Limited,EQ,INE129Z01016
SIRCA,Sirca Paints India Limited,EQ,INE792Z01011
SIS,SIS LIMITED,EQ,INE285J01028
SIYSIL,Siyaram Silk Mills Limited,EQ,INE076B01028
SJS,S.J.S. Enterprises Limited,EQ,INE284S01014
SJVN,SJVN Limited,EQ,INE002L01015
SKFINDIA,SKF India Limited,EQ,INE640A01023
SKFINDUS,SKF India (Industrial) Limited,EQ,INE2J8701016
SKIPPER,Skipper Limited,EQ,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,INE411D01023
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,INE01IU01018
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,EQ,INE103C01036
SMLMAH,SML Mahindra Limited,EQ,INE294B01019
SMLT,Sarthak Metals Limited,EQ,INE017W01010
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,INE812G01025
SNOWMAN,Snowman Logistics Limited,EQ,INE734N01019
SOBHA,Sobha Limited,EQ,INE671H01015
SOFTTECH,Softtech Engineers Limited,EQ,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,EQ,INE624Z01016
SOLARINDS,Solar Industries India Limited,EQ,INE343H01029
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,INE0TY101024
SOLEX,Solex Energy Limited,EQ,INE880Y01017
SOMANYCERA,Somany Ceramics Limited,EQ,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,EQ,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,EQ,INE073K01018
SONAL,Sonal Mercantile Limited,EQ,INE321M01017
SONAMLTD,SONAM LIMITED,EQ,INE00LM01029
SONATSOFTW,Sonata Software Limited,EQ,INE269A01021
SOTL,Savita Oil Technologies Limited,EQ,INE035D01020
SOUTHBANK,The South Indian Bank Limited,EQ,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,INE980Y01015
SPAL,S. P. Apparels Limited,EQ,INE212I01016
